sequenceId,itemPosition,Whale,Coda,Ornamentation,Synchrony,Duration,TimeDelta
21,496,1,5,0,1,0.9098583,2.8496999999988475
21,497,2,5,0,0,1.0709346000000002,2.179500000002008
21,498,2,5,0,0,1.0786749,3.6556999999993423
21,499,2,5,1,1,1.136282,3.4281000000009954
21,500,1,4,1,0,0.6274249999999999,1.1975327000000107
21,501,2,5,0,1,1.1783799999999998,2.969467299997632
21,502,1,5,0,1,1.0251,0.8161000000000058
21,503,2,3,0,1,1.246301,2.9125999999996566
21,504,1,5,0,1,0.9940583,0.6920000000027358
21,505,2,5,0,1,1.2132589,3.0305999999982305
21,506,1,5,0,1,1.0115082999999998,0.5282000000006519
21,507,2,5,0,0,1.2487167,3.2111000000004424
21,508,2,5,0,0,1.243475,3.683099999998376
21,509,2,5,0,0,1.24775,3.9704000000019732
21,510,2,5,0,0,1.253825,3.666900000000169
21,511,2,5,0,1,1.2820667,3.9302999999999884
21,512,4,5,0,1,1.2677761,3.7625000000007276
21,513,2,6,0,1,0.3497451,0.0
21,514,1,5,1,1,1.1465686,0.9731999999967229
21,515,3,3,0,1,0.2490513,1.0643079000037687
21,516,2,6,0,1,0.3599042,1.7550920999965456
21,517,4,5,0,1,1.2915099,0.23550000000250293
21,518,1,5,0,1,1.10535,0.79399999999805
21,519,2,1,0,1,0.5073901,2.983200000002398
21,520,4,5,0,1,1.2658826,0.14939999999842257
21,521,2,0,0,1,0.3239343999999999,0.3579901000011887
21,522,1,5,0,1,1.1412916,0.23010989999966114
21,523,4,5,0,1,0.7928376,2.907100000000355
21,524,2,5,0,1,1.207617,0.6342000000004191
21,525,1,5,0,1,1.13355,0.36189999999987776
21,526,2,3,0,1,0.6533503,2.6842999999971653
21,527,3,5,1,1,1.1610087999999998,0.619700000002922
21,528,4,3,1,0,0.6206419,1.377199999998993
21,529,2,6,0,1,0.7408668,1.9127999999982421
21,530,3,5,0,1,1.1665856,0.3011000000005879
21,531,4,6,0,1,0.7498283,1.3594000000011874
21,532,2,5,0,1,1.2151192000000002,2.1054000000003725
21,533,1,1,0,0,0.8930416999999999,1.165099999998347
21,534,1,1,0,1,0.3135417,0.8930417000010493
21,535,2,5,0,1,0.7817202999999999,0.9701582999987295
21,536,3,5,0,1,1.2185259,0.9422000000013213
21,537,1,5,0,1,1.147725,0.9940999999998894
21,538,3,3,0,1,1.0165829,1.9323000000003958
21,539,2,5,0,1,0.8223792999999999,0.4019000000007509
21,540,4,5,0,1,1.2292307,0.7814999999973224
21,541,1,5,0,1,1.1420083,0.9937000000027183
21,542,3,3,0,1,0.9937249,1.8501999999971304
21,543,2,5,0,1,0.8350971999999999,0.7800999999999476
21,544,1,5,0,1,1.1559333,1.3542000000015832
21,545,2,5,0,1,0.8500219,2.4288999999989755
21,546,1,5,0,1,1.1360083,2.0597000000016124
21,547,2,5,0,1,0.8371613,3.045799999999872
21,548,1,5,0,0,1.1140417,0.5398999999997613
21,549,1,5,0,1,1.0642751,4.028299999998126
21,550,2,3,0,1,0.8762038999999999,3.1608000000014727
21,551,3,3,0,1,0.9256067,0.2658999999985099
21,552,1,5,0,1,1.065625,0.47890000000188593
21,553,3,1,0,1,0.3072958,0.4467066999968665
21,554,2,5,0,1,1.2150338,2.8992933000045014
21,555,1,5,0,1,1.052175,0.5110999999997148
21,556,2,5,0,1,1.2133892,3.274199999999837
21,557,1,5,0,1,1.0389334,0.6134999999994761
21,558,2,5,1,0,1.1279059,5.738300000000891
21,559,2,4,0,0,0.6990067,4.632326099999773
21,560,2,6,0,0,0.7833942,8.72347389999777
21,561,2,1,0,0,0.5018816,4.71559999999954
21,562,2,0,0,0,0.3182662,0.5018816000010702
21,563,2,5,0,1,1.0582238,3.083918399999675
21,564,1,5,0,1,1.2406007,4.572700000000623
21,565,2,5,0,1,1.0533169,3.432199999999284
21,566,1,5,0,1,1.2518417,0.5181000000011409
21,567,2,5,0,1,1.148356,3.7387999999991735
21,568,1,5,0,1,1.2460333,0.22230000000126893
21,569,1,5,0,0,1.2069833,3.9042999999983294
21,570,1,5,1,1,1.179175,3.642100000000937
21,571,2,4,0,1,0.6711514999999999,1.997023199997784
21,572,1,5,1,1,1.210275,1.6869768000033218
21,573,2,4,0,0,0.5290929,0.9852653999987524
21,574,2,5,0,0,0.946048,2.657634600000165
21,575,2,2,1,0,0.3825486999999999,1.5511699999988195
21,576,2,5,0,0,0.8794833,5.163730000000214
21,577,2,5,1,0,0.6958,3.1242999999994936
21,578,3,5,0,1,1.2329742,1.3978000000024622
21,579,2,5,0,0,0.8452500000000001,2.349899999997433
21,580,2,5,0,0,0.8729584,5.948100000001432
21,581,2,5,0,0,0.8142999999999999,3.1715000000003783
21,582,2,5,0,0,1.1709423,7.216000000000349
21,583,2,5,0,0,1.1575256,3.67779999999766
21,584,2,5,0,0,0.9922666,3.058500000002823
21,585,2,5,1,0,1.0063666,3.8734000000004016
21,586,2,2,0,0,0.4797833,3.954666699999507
21,587,2,2,1,0,0.8001417,3.4761332999987644
21,588,3,5,0,1,1.050847,2.8905999999988126
21,589,2,2,1,0,0.8317167,1.3070000000006985
21,590,3,5,1,1,1.0076852,2.3888000000006286
21,591,2,4,0,0,0.5738,1.9254000000000815
21,592,2,0,0,1,0.7613,3.6238000000012107
21,593,3,5,0,1,1.0168134,0.2187999999987369
21,594,2,1,1,0,0.248025,0.5424999999995634
21,595,2,4,0,1,0.639275,3.654675000001589
21,596,3,5,0,1,1.0665213999999998,1.6346249999987776
21,597,2,5,0,0,1.2720333,6.40599999999904
21,598,2,2,1,0,1.0076584,3.897400000001653
21,599,2,5,0,0,0.9646059,2.466199999998935
21,600,2,5,1,0,1.0339047,3.488199999999779
21,601,2,2,0,0,0.5455953,3.482308600003307
21,602,2,5,0,0,0.932188,3.71349139999802
21,603,2,5,0,0,1.1115677,4.669299999997747
21,604,2,5,1,0,0.769047,3.536900000002788
21,605,2,1,0,0,0.63905,10.633216700000048
21,606,2,5,0,0,0.870025,7.029183299997385
21,607,2,3,0,0,0.057975,2.305100000001403
21,608,2,3,1,0,0.0840166,0.05797499999971478
21,609,2,1,0,0,0.0811332999999999,0.11508329999924172
21,610,2,8,0,0,0.1564417,1.3440417000019806
21,611,2,8,0,0,0.1273833,0.15644170000086888
21,612,2,8,0,0,0.1347084,0.12738329999774578
21,613,2,1,1,0,0.0808583,0.13470840000081807
21,614,2,13,0,0,0.1975,1.5123749999984284
21,615,2,3,0,0,0.0995083,0.19750000000203727
21,616,2,1,1,0,0.0840833,0.09950829999797861
21,617,2,13,0,0,0.1728666999999999,1.5820832999997947
21,618,2,13,1,0,0.2263083,0.17286669999884907
21,619,2,2,0,0,0.0739275,1.4161333000010927
21,620,2,1,0,0,0.0382891999999999,0.07392750000144588
21,621,2,1,0,0,0.0498583,0.03828919999796199
21,622,2,1,0,0,0.0406333,0.0498583000007784
21,623,2,1,1,0,0.076825,0.04063329999917187
21,624,2,1,0,0,0.0743667,0.0931750000017928
21,625,2,1,0,0,0.0831833,0.07436669999879086
21,626,2,0,0,0,0.0759084,0.08318330000111018
21,627,2,1,1,0,0.0617333,0.07590839999829768
21,628,2,6,0,0,0.149925,1.6945583000015176
21,629,2,1,0,0,0.0570833,0.14992500000153086
21,630,2,1,0,0,0.0460334,0.0570832999983395
21,631,2,1,0,0,0.0505416,0.04603340000176104
21,632,2,1,0,0,0.040925,0.050541599997814046
21,633,2,1,0,0,0.0466416999999999,0.04092500000115251
21,634,2,1,0,0,0.0458917,0.046641699998872355
21,635,2,1,0,0,0.0482666,0.045891699999629054
21,636,2,13,0,0,0.15505,1.8135583000002953
21,637,2,8,0,0,0.1254666,0.15505000000121072
21,638,2,8,0,0,0.132875,0.1254665999986173
21,639,2,9,0,0,0.1467084,0.1328749999993306
21,640,2,3,0,0,0.1054916,0.14670839999962482
21,641,2,1,1,0,0.0972917,0.10549160000300617
21,642,2,3,0,0,0.0848084,3.9378250000008848
21,643,2,3,0,0,0.1141583,0.08480839999901946
21,644,2,3,0,0,0.1196166999999999,0.1141583000026003
21,645,2,3,0,0,0.1613,0.11961669999800506
21,646,2,1,1,0,0.0542416,0.16129999999975553
21,647,2,6,0,0,0.1734083999999999,1.3807582999979786
21,648,2,6,0,0,0.1278416,0.17340840000179014
21,649,2,6,0,0,0.11095,0.12784159999864642
21,650,2,3,0,0,0.081475,0.11094999999841093
21,651,2,3,0,0,0.0874334,0.08147500000268337
21,652,2,1,0,0,0.0758,0.08743340000000899
21,653,2,8,0,0,0.1708983999999999,2.1795333000009123
21,654,2,8,1,0,0.167525,0.17089839999971446
21,655,2,6,0,0,0.6936083000000001,3.275601599998481
21,656,2,1,0,0,0.1645667,0.6936083000000508
21,657,2,0,0,0,0.5237167,0.16456670000115992
21,658,2,1,0,0,0.2372166,0.523716699997749
21,659,2,13,0,0,0.2399416,1.7558083000003535
21,660,2,0,0,0,0.0617249999999999,0.2399416000007477
21,661,2,0,1,0,0.1267092,0.06172499999956926
21,662,2,6,0,0,0.8110917,1.6401334000001953
21,663,2,5,0,0,0.7691667,2.7057000000022526
21,664,2,5,0,0,0.6763333,3.4067999999970198
21,665,2,1,0,0,0.489025,3.1026999999994587
21,666,2,1,0,0,0.3166415999999999,0.48902499999894644
21,667,2,8,0,0,0.1413916,2.054275000002235
21,668,2,9,1,0,0.1555084,0.14139159999831463
21,669,2,6,0,0,0.1798194,1.2392557000021043
21,670,2,6,0,0,0.1046166999999999,0.17981940000026952
21,671,2,6,0,0,0.1327583,0.10461670000222512
21,672,2,6,0,0,0.1789300999999999,0.13275829999838606
21,673,2,0,1,0,0.0523699,0.17893009999897913
21,674,2,1,0,0,0.14865,7.434428200002003
21,675,2,0,1,0,0.223125,0.14864999999917927
21,676,2,5,1,0,0.8562000000000001,2.608349999998609
21,677,2,4,0,0,0.0775667,2.6643833000016457
21,678,2,3,0,0,0.0831417,0.0775666999979876
21,679,2,0,1,0,0.055575,0.08314170000085142
21,680,2,1,0,0,0.0382334,0.11439160000008997
21,681,2,0,1,0,0.0559999999999999,0.03823339999871678
21,682,2,2,0,0,0.4986583,1.8932917000020097
21,683,2,15,0,0,0.1801047,1.4097915999991528
21,684,2,11,0,0,0.1123537,0.18010470000081114
21,685,2,11,0,0,0.1480416,0.11235369999849354
21,686,2,6,0,0,0.6992917,1.6396416000025056
21,687,2,13,0,0,0.3211417,1.6458999999995285
21,688,2,6,0,0,0.4103917,11.960799999997107
21,689,2,3,1,0,0.212275,2.170799999999872
21,690,2,1,1,0,0.0400829,2.35740000000078
21,691,2,1,0,0,0.0781683,0.040089599999191705
21,692,2,1,0,0,0.1064659,0.07816830000228947
21,693,2,1,0,0,0.0779174,0.1064659000003303
21,694,2,5,1,0,0.846975,1.9908761999977287
21,695,2,2,0,1,0.8150999999999999,11.159933300001285
21,696,3,5,0,1,1.2107843,3.709366700000828
21,697,2,5,0,1,0.9694666,2.593399999997928
21,698,3,1,0,0,0.5045728,2.1700000000018917
21,699,3,1,0,1,0.3450155,0.5045728000004601
21,700,2,2,0,0,0.5831417,1.047727199998917
21,701,2,5,0,0,1.106725,6.145400000001246
21,702,2,5,0,1,0.9964279,3.7543000000005122
21,703,3,6,0,1,0.7307017,1.8129999999982829
21,704,2,3,0,1,0.4589665999999999,1.3624999999992724
21,705,3,5,0,1,0.8718249,3.582800000000134
21,706,2,5,0,1,0.8898651999999999,3.125800000001618
21,707,3,3,0,1,0.3980313,1.5730000000003201
21,708,2,5,0,1,0.7442284,2.5856999999996333
21,709,3,3,0,1,1.2793416,6.6630999999979394
21,710,2,5,0,1,0.8394366,1.5030000000006112
21,711,4,5,0,1,0.839199,0.16129999999975553
21,712,3,5,0,1,1.2916612,2.807600000000093
21,713,2,5,1,0,0.7557787,0.8441000000020722
21,714,2,2,0,0,0.5516421,4.216609099996276
21,715,2,3,0,1,1.2829468,3.530190900000889
21,716,3,3,0,0,1.3217204,29.946900000002643
21,717,3,3,0,1,1.2581925,4.837099999997008
21,718,2,2,0,0,1.0446083,3.537000000000262
21,719,2,5,0,1,1.0411916,2.861800000002404
21,720,3,3,0,1,0.9976645,3.694199999998091
21,721,2,5,0,1,0.9427584,0.42929999999978463
21,722,3,3,0,1,1.0307062,3.5733000000000175
21,723,2,5,0,1,0.9585582,0.4337000000014086
21,724,3,3,0,1,1.0468266,3.6075999999993655
21,725,2,5,0,1,0.9893417,0.5761000000020431
21,726,3,3,0,1,1.0381711,3.3527999999969325
21,727,2,5,0,1,1.0007,0.129400000001624
21,728,3,3,0,1,0.9850994,2.9808999999986554
21,729,2,5,0,1,0.9936333,0.22509999999965657
21,730,3,3,0,1,0.9679894,3.187900000000809
21,731,2,5,0,1,1.0004083,0.12989999999990687
21,732,2,5,0,1,0.998575,3.3130999999993946
21,733,3,3,0,1,0.9693559,0.16630000000077416
21,734,2,5,1,0,0.991025,3.353900000001886
21,735,3,3,0,1,0.9437294,1.2857999999978347
21,736,2,5,0,1,0.9816167,3.2494000000006054
21,737,3,3,0,1,0.8389211000000001,0.285200000002078
21,738,4,5,1,1,1.1536815,0.98149999999805
21,739,3,4,1,0,0.5399,5.031175000000076
21,740,3,4,1,0,0.502375,3.762558300000819
21,741,3,2,0,0,0.5635916999999999,3.838949999997567
21,742,3,4,0,0,0.7361416999999999,3.4116167000029236
21,743,3,1,0,1,0.2731917,0.7361416999992798
21,744,2,3,1,1,1.3306083,23.71305829999983
21,745,2,3,0,1,1.2399667,4.391899999998714
21,746,3,4,0,1,0.7876042999999999,0.4010208000036073
21,747,2,3,0,1,1.2412997,3.566779199998564
21,748,3,1,0,1,0.9230345,0.03719999999884749
21,749,3,1,0,1,0.3143856,0.9230344999996305
21,750,2,3,0,0,1.2438323,3.27916550000009
21,751,2,3,0,0,1.2144846,5.447599999999511
21,752,2,3,0,1,1.2944968,4.958900000001449
21,753,3,5,0,1,1.1774584,0.11699999999837019
21,754,3,5,0,1,1.3156882,3.7819000000017695
21,755,2,3,0,1,1.1520972,0.5645000000004075
21,756,3,5,0,1,1.3007936,3.259200000000419
21,757,2,3,0,1,1.1395,0.7742999999973108
21,758,3,5,0,0,1.3064212,2.9170000000012806
21,759,3,5,0,1,1.2558844,3.7278999999980442
21,760,2,3,0,0,1.2510656,1.7089000000014494
21,761,2,3,0,0,1.22265,4.490300000001298
21,762,2,5,0,0,1.3988667,15.571899999999005
21,763,2,5,0,1,1.3748096,4.024099999998725
21,764,3,2,0,0,1.0304748,0.4559000000008382
21,765,3,1,1,0,0.3090691,1.0304748000016843
21,766,2,5,0,1,1.2989721,3.221125199997914
21,767,3,4,0,0,0.8078713999999999,0.3790000000008149
21,768,3,3,0,1,0.5122286,0.8078714000002947
21,769,2,5,0,1,1.2366583,3.751628599999094
21,770,3,2,0,1,0.9526855,4.806800000002113
21,771,2,2,0,1,0.9717473,0.18449999999938882
21,772,3,3,0,1,0.4059655,0.7681855000009818
21,773,2,3,0,1,0.466621,0.2035617999972601
21,774,3,1,0,1,0.4288114,0.20240370000101393
21,775,2,3,0,1,1.1263083,9.554748999998992
21,776,3,13,0,1,0.2889734,3.7600000000020373
21,777,2,3,0,1,1.0402583,0.22580000000016298
21,778,3,8,0,1,0.2013589,0.06317339999804972
21,779,3,9,1,0,0.2315686,0.2013589000016509
21,780,3,1,1,0,0.2726133,0.2921133000018017
21,781,3,8,0,0,0.2224084,3.8571543999969435
21,782,3,8,0,0,0.1994416,0.22240840000085882
21,783,3,9,0,0,0.2141,0.19944159999795374
21,784,3,1,0,0,0.132575,0.21410000000105356
21,785,3,1,0,1,0.322025,0.1325749999996333
21,786,2,3,0,0,1.1077092,2.9396750000014435
21,787,2,3,0,1,1.0568707,3.771499999998923
21,788,3,5,0,1,0.9490994,3.35910000000149
21,789,2,3,0,1,0.9265994,0.08069999999861466
21,790,3,5,0,1,0.8413295,3.6572999999989406
21,791,2,5,1,1,0.8518962999999999,3.901000000001659
21,792,1,2,0,1,0.6039417,1.721266699998523
21,793,2,5,1,1,0.8468197,1.5426332999995793
21,794,1,6,0,0,0.5550084,0.14849160000449046
21,795,1,5,0,1,0.8112250000000001,4.533108399995399
21,796,2,5,0,1,0.8906529000000001,2.051400000000285
21,797,1,5,0,1,0.8199334,1.5199000000029628
21,798,3,5,0,1,0.8053276,0.37229999999908614
21,799,2,5,0,1,0.884431,2.3708999999980733
21,800,1,5,0,1,0.7385334,1.014999999999418
21,801,3,5,0,1,0.7804057,0.09610000000247965
21,802,2,5,0,1,0.9389727,3.4333000000005995
21,803,3,1,0,1,0.4897211,0.22309999999924912
21,804,1,5,0,1,0.7753499,0.4497000000010303
21,805,3,1,0,1,0.3200928,0.04002109999782988
21,806,2,5,0,1,0.9239879,3.01107889999912
21,807,3,3,0,1,0.6548325,0.16300000000046566
21,808,1,5,1,1,0.8037417,0.1419000000023516
21,809,4,3,1,0,0.3507071,1.802399999996851
21,810,3,3,0,1,0.6379714000000001,1.67870000000039
21,811,2,5,0,1,0.9572636,0.015200000001641456
21,812,1,5,1,1,0.7971833,0.10020000000076834
21,813,4,3,1,1,0.3200984,1.8845879000000423
21,814,3,6,0,0,0.1753333,763.4205120999977
21,815,3,6,0,0,0.3156306,6.722900000000664
21,816,3,5,0,1,0.2848838999999999,4.882600000000821
21,817,2,6,1,0,0.3200917,1.314699999998993
21,818,2,5,0,1,0.3181916,4.025400000002264
21,819,3,3,0,1,0.2867819,1.6559999999990396
21,820,2,5,1,1,0.3535666999999999,0.20399999999790452
21,821,3,3,0,1,0.2386887999999999,5.370000000002619
21,822,1,2,1,1,0.53875,0.05460829999719863
21,823,1,2,0,0,0.5062082999999999,4.979816700000811
21,824,1,1,0,0,0.4627240999999999,3.81447499999922
21,825,1,0,0,0,0.2932424999999999,0.4627241000016511
21,826,1,5,0,1,0.7525667,3.9393759000013233
21,827,3,0,0,0,0.1917486,0.34869999999864376
21,828,3,0,0,0,0.1307142,0.191748599998391
21,829,3,1,0,1,0.1718591,4.267451400002756
21,830,1,5,0,1,0.7440083000000001,0.02899999999863212
21,831,3,1,0,1,0.1218479999999999,0.14285910000035074
21,832,1,5,0,1,0.7468167,4.660140899999533
21,833,3,6,0,1,0.3429198999999999,0.06970000000001164
21,834,3,6,0,0,0.3211284,6.664899999999761
21,835,3,6,0,1,0.3543334,4.496100000000297
21,836,2,6,0,1,0.3046999999999999,3.8258999999998196
21,837,3,6,0,1,0.3162975,0.06330000000161817
21,838,3,6,0,1,0.3258633,3.716199999998935
21,839,2,2,1,0,0.260675,0.3427000000010594
21,840,3,6,0,1,0.3180676,3.27469999999812
21,841,2,1,0,1,0.182675,0.20300000000133878
21,842,2,1,1,0,0.13255,0.18267500000001746
21,843,3,5,0,1,0.361344,4.045724999999948
21,844,2,6,1,0,0.3082749999999999,0.5364000000008673
21,845,2,3,0,0,0.2253417,5.316741599996021
21,846,2,5,0,1,0.3491084,7.7929584000012255
21,847,3,6,0,1,0.2872896,4.261000000002241
21,848,2,0,0,0,0.1992334,1.494699999999284
21,849,2,1,0,1,0.1418666,0.19923339999877498
21,850,4,6,1,0,0.2726583,10.59836659999928
21,851,5,6,0,0,0.2708833,10.790400000001682
21,852,5,16,0,0,0.2810499999999999,11.319100000000617
21,853,5,1,1,0,0.10025,0.28104999999777647
21,854,5,14,0,0,0.238075,3.9609916000008525
21,855,5,1,0,0,0.0823334,0.2380750000011176
21,856,5,8,0,0,0.1941917,4.442783399998007
21,857,5,3,1,0,0.115375,0.1941917000003741
21,858,5,8,0,0,0.213525,10.67930830000114
21,859,5,3,0,1,0.1348583,0.21352499999920838
21,860,2,6,0,0,0.2895834,23.132274999999936
21,861,2,2,0,0,1.1050167,2501.564000000002
21,862,2,1,0,0,0.342775,1.1050166999993962
21,863,2,2,0,0,0.9432667,5.9201833000006445
21,864,2,3,1,0,0.4124166999999999,0.9432667000000947
21,865,1,5,1,0,0.3229166,636.9947332999982
21,866,1,0,0,0,0.188425,4.692399999999907
21,867,1,1,0,0,0.1372333,0.1884250000002794
21,868,1,5,0,0,0.3152833,4.515975000002072
21,869,1,2,1,0,0.2994417,14.42949999999837
21,870,1,1,0,0,0.1885416999999999,7.070899999998801
21,871,1,0,0,0,0.1344,0.18854170000122394
21,872,1,6,0,1,0.3348082999999999,4.974458299999242
21,873,1,0,0,0,0.1966083,19.91530000000057
21,874,1,1,0,1,0.143125,0.19660830000066198
21,875,2,0,0,1,0.2986611,0.26209169999856385
21,876,2,0,0,1,0.2977084,4.466400000001158
21,877,1,6,0,1,0.3118166,3.826600000000326
21,878,2,6,0,1,0.5073814,0.4808000000011816
21,879,1,6,0,1,0.335275,8.416299999997136
21,880,2,0,0,0,0.2923125,4.458000000002357
21,881,2,0,0,0,0.2982791,4.860599999999977
22,0,1,5,0,1,1.4871,0.0
22,1,3,3,0,1,0.2437739,3.9628999999986263
22,2,1,5,0,1,1.3820834,3.5901000000012573
22,3,3,3,0,1,0.2390767,1.9720000000015716
22,4,1,5,0,1,1.2529,1.432699999997567
22,5,3,3,0,1,0.2654095,0.6432999999997264
22,6,1,5,0,0,0.9263667,1.4574000000029628
22,7,1,6,0,1,0.6820999999999999,1.2273999999997613
22,8,2,5,0,1,0.8259237,2.126699999997072
22,9,1,5,1,0,0.885297,0.6758000000008906
22,10,1,5,1,0,0.990775,3.4638000000013562
22,11,2,5,0,1,0.8233758,1.648799999999028
22,12,1,5,0,1,1.1274584,3.035599999999249
22,13,2,5,0,1,0.8451297999999999,0.22450000000026193
22,14,1,2,0,0,0.8427,3.272500000002765
22,15,1,1,0,0,0.3468,0.8427000000010594
22,16,1,5,0,1,1.01615,2.7360999999982596
22,17,2,5,0,1,0.8904764999999999,0.34100000000034925
22,18,1,5,0,1,1.0886917,3.6322000000000116
22,19,2,5,0,1,0.9070912,0.3518999999978405
22,20,1,5,0,0,1.1767417,3.5702999999994063
22,21,1,5,0,1,1.4943084,15.5483000000022
22,22,2,5,1,1,1.3599199,0.7621999999973923
22,23,1,4,0,1,0.8279358,4.39007070000298
22,24,2,5,0,1,1.3651424,0.12002930000016931
22,25,1,5,0,1,1.4181167,3.9684999999990396
22,26,2,5,0,1,1.3656313,0.27590000000054715
22,27,2,5,0,0,1.3316934,4.594900000000052
22,28,2,5,0,1,1.3818607000000005,15.280800000000454
22,29,1,5,0,1,1.3451417,0.9592999999986205
22,30,2,5,0,0,1.3380818,3.603899999998248
22,31,2,5,0,1,1.2993318,4.04490000000078
22,32,1,0,0,1,0.9104167,0.2099000000016531
22,33,1,1,1,0,0.2121166,0.9104167000004963
22,34,2,5,0,1,1.2906489,2.673983299999236
22,35,1,1,0,0,0.8856583,0.5469000000011874
22,36,1,1,0,1,0.3253333,0.8856583000015235
22,37,2,5,0,0,1.2932875,1.996641699995962
22,38,2,5,0,0,1.2975638000000005,3.5489999999990687
22,39,2,5,0,1,1.3269293,6.615000000001601
22,40,1,0,0,0,0.8372633,3.208600000001752
22,41,1,0,1,1,0.18282,0.8372632999999041
22,42,1,1,1,1,0.2858834,0.18282000000181142
22,43,2,4,0,1,0.7910869,0.3076826999968034
22,44,1,0,0,0,0.8500083,3.597433999999339
22,45,1,1,0,0,0.2009417,0.8500082999998995
22,46,1,1,0,0,0.2069166,0.20094170000083977
22,47,1,1,0,0,0.3763167,0.20691660000011325
22,48,1,0,0,0,0.8406666,4.030533400000422
22,49,1,1,0,0,0.2069667,0.8406666000009864
22,50,1,1,0,0,0.2514833,0.2069666999996116
22,51,1,1,0,0,0.3376,0.2514832999986538
23,0,2,2,0,0,0.97955,0.0
23,1,2,1,1,0,0.2983333,0.9795500000000175
23,2,2,2,0,0,0.962225,3.7425499999999943
23,3,2,1,0,0,0.2572166999999999,0.9622249999999894
23,4,2,1,0,1,0.3359916,0.25721670000001495
23,5,3,10,0,0,1.0931739,0.5670582999999851
23,6,3,1,0,1,0.4364637,1.0931739000000107
23,7,2,2,1,0,0.9558084,0.817626099999984
23,8,2,1,0,0,0.3224334,1.0825250000000324
24,0,2,5,1,0,1.1216922,0.0
24,1,2,3,0,0,0.392405,7.598814299999958
24,2,2,3,1,0,0.3455427,3.1601857000000564
24,3,2,1,0,0,0.2002188999999999,3.0963999999999032
24,4,2,1,0,0,0.2851571,0.20021889999998166
24,5,2,8,1,0,0.4861822,1.2500810999999885
24,6,2,5,0,0,0.7737184,2.5118999999999687
24,7,2,5,0,0,0.7577552999999999,2.582300000000032
24,8,2,1,0,0,0.4071886999999999,2.182299999999941
24,9,2,1,0,0,0.2850668,0.40718870000000607
25,0,1,7,0,0,0.3275249999999999,0.0
25,1,1,3,1,0,0.2306249999999999,0.3275250000001506
25,2,1,14,0,0,0.7179666,7.345774999999776
25,3,1,1,0,0,0.16215,6.222700000000259
25,4,1,0,0,0,0.1887416,0.1621500000001106
25,5,1,1,0,0,0.1560583999999999,0.18874159999995754
25,6,1,1,0,0,0.187475,0.15605839999989257
25,7,1,15,0,0,0.734,5.255249999999705
25,8,1,13,0,0,0.6085833999999999,2.26929999999993
25,9,1,8,0,0,0.3953415999999999,1.0902580000001763
25,10,1,3,0,0,0.252225,0.3953415999999379
25,11,1,5,1,1,0.8912604,3.5623003999999128
25,12,2,3,0,1,0.3693583,0.9125453999999991
25,13,1,1,0,0,0.5233833,2.095854600000166
25,14,1,1,0,0,0.329,0.523383300000205
25,15,1,5,0,0,0.8471417000000001,4.408616699999584
25,16,1,1,0,0,0.5148083,3.3091000000003987
25,17,1,1,0,0,0.312625,0.5148082999999133
25,18,1,1,1,1,0.4829318,2.14619169999969
25,19,2,3,0,0,0.1135833,0.2744250000005195
25,20,2,1,0,1,0.1047097,0.11358329999984562
25,21,1,0,0,1,0.3090456,0.09492349999982252
25,22,2,1,0,1,0.0765069999999999,0.009786200000235112
25,23,2,1,0,0,0.0842338,0.07650699999976496
25,24,2,1,0,0,0.0923495,0.08423380000022007
25,25,2,0,0,0,0.0915745,0.09234950000018216
25,26,2,1,0,0,0.0978255,0.09157449999975142
25,27,2,1,0,0,0.1255,0.09782549999999901
25,28,2,1,1,0,0.2839667,0.12549999999964712
25,29,2,8,0,0,0.2186667,0.8214487000004738
25,30,2,8,0,0,0.1985333,0.21866670000008526
25,31,2,1,0,0,0.095925,0.19853329999978087
25,32,2,1,0,0,0.1549084,0.09592500000007931
25,33,2,1,0,1,0.3310166,0.15490839999984019
25,34,1,5,0,1,0.7797583,0.634409599999799
25,35,2,3,0,0,0.1094333,2.768300000000181
25,36,2,3,0,0,0.1382334,0.10943330000009155
25,37,2,3,0,0,0.1208416,0.13823339999999007
25,38,2,3,0,0,0.1176334,0.12084159999994881
25,39,2,1,0,0,0.0937833,0.11763340000015887
25,40,2,1,1,0,0.1698583,0.09378329999981361
25,41,1,5,0,1,0.8369917,0.43367499999976644
25,42,3,6,0,1,0.5241986999999999,0.2596000000003187
25,43,2,5,0,1,0.8341143,2.789299999999912
25,44,1,5,0,1,0.8301166,0.42020000000002256
25,45,3,6,1,1,0.5024453999999999,0.2581000000000131
25,46,2,3,0,1,0.4011368,3.5961999999999534
25,47,1,5,0,1,0.84015,0.012600000000020373
25,48,2,5,0,1,0.8461526,3.156300000000101
25,49,1,1,0,1,0.4928083,0.25369999999975335
25,50,3,3,0,1,0.389789,0.14589999999998327
25,51,1,1,1,1,0.3179039,0.3469082999999955
25,52,4,6,0,1,0.5665585,0.1342917000001762
25,53,1,5,0,1,0.8696750000000001,2.773200000000088
25,54,2,3,0,1,0.3829725,0.012499999999818101
25,55,3,5,1,1,0.9005049,0.2474000000001979
25,56,4,2,0,1,0.7881028999999999,0.2531999999996515
25,57,4,3,0,1,0.357767,0.7881029000000126
25,58,2,3,0,1,0.3984472,1.915997100000368
25,59,1,1,1,1,0.47755,0.2869999999998072
25,60,1,1,0,1,0.310175,0.47755000000006476
25,61,4,4,0,1,0.8117987,0.0801499999997759
