sequenceId,itemPosition,Whale,Coda,Ornamentation,Synchrony,Duration,TimeDelta
5,3,1,1,0,0,0.1021833,0.08988329999999678
5,4,1,8,0,0,0.2466249999999999,5.057433299999957
5,5,1,1,0,0,0.1095583,0.24662499999999454
5,6,1,6,0,0,0.3098333,5.197874999999954
5,7,1,6,0,1,0.341425,5.053800000000024
5,8,2,0,1,1,0.2988411,5.306799999999953
5,9,1,6,0,1,0.2806499999999999,0.32794169999999667
5,10,2,0,0,0,0.3022229,4.2473582999999735
5,11,2,0,0,1,0.2979522,4.608600000000024
5,12,1,6,0,1,0.3405416999999999,9.552999999999997
5,13,2,0,0,1,0.2758363,1.628400000000056
5,14,1,6,0,1,0.3358583999999999,4.069700000000012
5,15,2,0,0,1,0.2961937,0.8111999999999853
5,16,1,6,0,1,0.3282583,4.976699999999937
5,17,2,1,0,1,0.5084447,4.5750000000000455
5,18,1,6,0,1,0.3341,0.4519000000000233
5,19,2,3,0,1,0.7801781000000001,5.758899999999926
5,20,1,6,1,1,0.317175,0.012000000000057298
5,21,1,6,0,1,0.2935166,5.0970583999999235
5,22,2,3,0,1,0.803023,0.5296416000001045
5,23,1,6,0,1,0.3297916,4.527499999999918
5,24,2,3,0,1,0.7815689,0.5366999999999962
5,25,1,0,0,0,0.2006333,4.520900000000097
5,26,1,1,0,1,0.1378,0.20063330000004953
5,27,2,3,0,1,0.7834142,0.02396669999995993
5,28,1,6,0,1,0.3479833,4.190999999999917
5,29,2,3,1,1,0.7556727000000001,0.1973000000000411
5,30,1,6,0,1,0.3154334,4.389883299999951
5,31,2,3,0,0,0.7638829,0.49441669999998794
6,0,1,6,0,0,0.3024334,0.0
6,1,1,6,0,1,0.3266,4.206108400000062
6,2,2,0,1,1,0.3204355,0.28519999999991796
6,3,1,2,0,1,0.2996416,6.21085000000005
6,4,2,0,1,1,0.3024220999999999,0.21854999999993652
6,5,1,6,0,0,0.2948916,5.463366700000051
7,0,2,3,0,0,0.7032039999999999,0.0
7,1,2,1,0,0,0.3366792,0.7032039999994595
8,0,2,5,0,0,0.7641792999999999,0.0
8,1,2,0,0,0,0.4440533,3.0096999999996115
8,2,2,1,0,0,0.3155963,0.4440532999997231
8,3,2,6,0,1,0.8047103,4.60894670000107
8,4,3,6,0,1,0.9261698,2.477899999999863
8,5,2,6,0,0,0.7483724,1.5518000000001848
8,6,2,0,0,0,0.4052527,4.71349999999984
8,7,2,1,1,0,0.2764084,0.4052527000003465
8,8,2,3,0,0,0.7769249999999999,3.8752858999996533
8,9,2,3,0,0,0.6386727999999999,4.909161399999903
8,10,2,6,0,1,0.9461832,4.52849999999944
8,11,3,3,1,0,0.6765932,1.5737000000008265
8,12,2,6,0,1,0.8057931,5.738999999999578
8,13,3,5,0,1,0.8960667,2.1036000000003696
8,14,2,6,0,1,0.7146081999999999,10.889400000000023
8,15,3,6,1,0,0.6136594,2.090400000000045
8,16,2,6,0,1,0.8364572,4.333299999999326
8,17,3,0,0,1,0.3135059,1.3218999999999141
8,18,1,5,0,1,0.8993712,0.1110000000007858
8,19,3,0,1,1,0.4177529,0.2025058999988687
8,20,1,5,1,1,1.0583501,3.58139410000058
8,21,2,2,1,1,0.5989077,1.2294191000000865
8,22,2,6,0,1,0.5234243000000001,1.275180900000123
8,23,1,2,0,1,0.6248682999999999,0.023823499999707565
8,24,1,4,1,0,0.51264,0.928800499999852
8,25,1,1,0,0,0.5409917,2.9916760000005524
8,26,1,1,0,1,0.3565083,0.5409916999997222
8,27,2,1,0,0,0.4727556,1.3180082999997467
8,28,2,1,0,1,0.3300482999999999,0.4727555999998003
8,29,1,5,0,0,0.9174917,0.7038444000008894
8,30,1,5,0,1,0.9704917,3.0653999999994994
8,31,5,5,0,1,0.8913898,2.134299999999712
8,32,1,5,0,1,1.015456,1.0261000000000422
8,33,6,5,0,1,0.9518487,3.36370000000079
8,34,1,5,0,1,1.1311156,0.1412000000000262
8,35,1,5,1,1,1.1443636,3.759499999999207
8,36,9,2,0,1,0.4808924,3.6242209000010916
8,37,1,5,0,1,1.2213475,0.06227909999961412
8,38,1,1,0,0,0.8440713,3.9151999999994587
9,0,2,5,0,1,1.4088964,0.0
9,1,1,2,1,1,1.0563963,0.027100000000245927
9,2,2,5,1,1,1.3076887,3.8486000000002605
9,3,1,4,1,1,0.7637333,0.9797321999994892
9,4,2,4,0,1,0.8742183,3.21882800000094
9,5,1,5,0,1,1.2840083,0.33483979999891744
9,6,2,5,1,1,1.3249786,2.674800000000687
9,7,1,4,1,1,0.762875,1.6451516999995874
9,8,2,4,1,0,0.7434160000000001,2.5004021000004286
9,9,2,4,0,0,0.7436167,3.469121199998881
9,10,2,3,0,0,0.7081833,3.6598250000006374
9,11,2,1,0,0,0.35135,0.7081833000002007
9,12,2,5,0,0,1.075875,2.6119166999997105
9,13,2,2,1,0,0.845875,3.3467000000000553
9,14,2,4,0,0,0.6565416,4.389883400000144
9,15,2,5,0,0,1.056125,4.444916600000397
9,16,2,5,1,1,1.1002083,3.645699999999124
9,17,1,4,0,0,0.7608917000000001,1.3850583000003098
9,18,1,5,0,0,1.3499,7.98574170000029
9,19,1,5,0,1,1.4196084,3.7775999999994383
9,20,2,2,1,0,0.9788105,2.759700000000521
9,21,1,5,1,1,1.3377519,1.2721999999994296
9,22,2,4,0,1,0.6364147,3.1490304999997534
9,23,1,4,0,0,0.7776625,3.1748695000005682
9,24,1,1,0,1,0.2214333,0.7776624999996784
9,25,2,5,0,0,1.272275,7.865537500000755
9,26,2,2,0,0,0.9608333,11.186999999999898
9,27,2,1,1,0,0.2552,0.9608332999996492
9,28,1,0,0,1,0.9112376,3.2277666999998473
9,29,2,4,0,1,0.7819313,0.5338000000001557
9,30,1,0,0,0,0.2410611,0.37743760000012117
9,31,1,1,0,1,0.2830393,0.2410610999995697
9,32,2,3,1,1,0.2440643,0.16343260000030568
9,33,2,3,1,1,0.289602,0.2440642999999909
9,34,1,0,0,0,0.8793834,3.850404400000116
9,35,1,1,0,0,0.2441249999999999,0.8793833999998242
9,36,1,1,0,1,0.3343083,0.24412500000016735
9,37,2,4,0,0,0.8074583000000001,1.5259916000004523
9,38,2,1,0,1,0.2398583999999999,0.8074582999997801
9,39,1,2,0,1,1.0587083,3.2621417000000292
9,40,2,5,0,1,1.0443597,0.8998999999994339
9,41,1,3,0,1,0.320975,0.15880830000060087
9,42,1,1,0,0,0.3296417,0.32097499999963475
10,0,3,3,1,1,1.2373819,0.0
10,1,2,4,0,1,0.7113667,1.2791433000002144
10,2,3,3,0,0,1.1834322000000002,3.2504566999996314
10,3,3,3,0,0,1.1707644,3.5776000000005297
10,4,3,3,0,1,1.1521169999999998,3.41189999999915
10,5,2,2,0,0,1.0361869,0.5843999999997322
10,6,2,1,0,1,0.3359642,1.0361869000007573
10,7,3,3,0,0,1.1339197,2.2997130999992805
10,8,3,3,0,0,1.0436344,4.799300000000585
10,9,3,3,0,0,0.9628565,5.99120000000039
10,10,3,3,1,1,0.9272592,4.008200000000215
10,11,2,4,1,0,0.5925750000000001,12.30378329999985
10,12,2,1,0,1,0.2868584,0.708424999998897
10,13,3,3,0,0,1.0187518,3.3691917000014655
10,14,3,3,0,0,0.9753956,3.905299999998533
10,15,3,3,0,0,0.9370036,3.833200000000943
10,16,3,3,0,1,0.9211486,4.032199999999648
10,17,1,5,0,1,0.9815432,1.1831999999994878
10,18,3,3,0,1,0.8836035,2.3105000000014115
10,19,1,5,0,1,0.9749583,2.392199999998411
10,20,3,3,0,1,0.8700203,1.2671000000009371
10,21,1,5,0,0,0.9544916,2.7291999999997643
10,22,1,5,0,1,0.926875,3.4523000000008324
10,23,3,3,0,0,1.1449065,7.392899999998917
10,24,3,3,1,1,1.154544,12.502700000000914
10,25,2,16,0,0,0.922875,69.17513329999929
10,26,2,3,1,0,0.3292416999999999,0.9228750000002037
10,27,1,5,0,0,1.0260833,4.458191699999588
10,28,1,5,1,1,1.0279584,4.087199999999939
10,29,4,8,0,0,0.2172847,11.495308900000964
10,30,4,8,0,1,0.2146620999999999,0.21728470000016387
10,31,3,6,0,1,0.7491652,0.12380639999901177
10,32,4,3,0,1,0.1522886,0.09085570000024745
10,33,4,1,0,0,0.1349066,0.15228860000024724
10,34,4,1,0,1,0.2636403,0.13490660000024945
10,35,2,6,0,1,0.6566821999999999,1.4694490999991103
10,36,5,3,0,1,0.9741236,0.8526999999994587
10,37,1,5,0,1,1.0542667,1.173000000000684
10,38,3,10,0,1,0.3407335000000001,2.2072000000007392
10,39,2,1,0,1,0.5261475,0.17950000000018917
10,40,2,1,0,0,0.3338826,0.5261474999988422
10,41,2,3,0,1,0.9248544,1.2628525000000081
10,42,3,5,0,1,0.8144705999999999,1.3893000000007305
10,43,4,3,1,1,0.8499348,1.1622999999999593
10,44,1,8,0,0,0.252175,1.2831750000004831
10,45,1,8,0,0,0.247475,0.25217499999962456
10,46,1,1,0,0,0.1250416,0.24747500000012224
10,47,1,1,1,0,0.2487084,0.12504160000025877
10,48,1,11,0,0,0.2567083,3.201433399999587
10,49,1,8,0,1,0.2342833,0.25670829999944544
10,50,2,3,0,1,0.5310192,0.06049170000005688
10,51,1,3,0,1,0.2552917,0.173791600000186
10,52,1,1,0,0,0.3842083,0.2552916999993613
10,53,1,3,0,0,0.1298,1.5114167000010639
10,54,1,3,0,0,0.14405,0.1297999999987951
10,55,1,3,0,0,0.1265,0.1440500000007887
10,56,1,3,0,0,0.133325,0.1265000000003056
10,57,1,1,0,0,0.1082167,0.1333249999988766
10,58,1,1,0,0,0.1753916,0.10821670000041195
10,59,1,1,0,0,0.2684584,0.17539159999978438
10,60,1,3,0,0,0.105475,2.543516700001419
10,61,1,3,0,0,0.1393917,0.10547499999847787
10,62,1,3,0,0,0.1248,0.1393917000023066
10,63,1,3,0,0,0.1309083,0.12479999999777647
10,64,1,3,0,0,0.1594084,0.13090830000146525
10,65,1,1,0,0,0.1700583,0.15940840000075696
10,66,1,1,0,0,0.32,0.17005829999834532
10,67,1,3,0,0,0.1042834,2.0224582999999257
10,68,1,3,0,0,0.14595,0.1042833999999857
10,69,1,3,0,0,0.1215,0.1459500000000844
10,70,1,3,0,0,0.1269166,0.12149999999928696
10,71,1,3,0,0,0.1460499999999999,0.126916600000186
10,72,1,1,0,0,0.1539084,0.14605000000119617
10,73,1,1,0,0,0.2829916,0.15390839999963646
10,74,1,11,0,0,0.2386416999999999,1.9357915999989928
10,75,1,8,0,0,0.1987333,0.23864170000160811
10,76,1,3,0,0,0.138,0.19873329999973066
10,77,1,1,0,0,0.136875,0.13799999999901047
10,78,1,1,1,0,0.2204667,0.13687500000014552
10,79,1,11,0,0,0.2396165999999999,2.444950000000972
10,80,1,9,0,0,0.2131834,0.23961659999986296
10,81,1,3,0,0,0.136725,0.2131833999992523
10,82,1,1,0,0,0.131625,0.13672500000029686
10,83,1,1,0,1,0.2908166,0.13162499999998545
10,84,2,3,0,1,0.7375622,0.015649999999368447
10,85,3,3,0,1,0.7348552,0.07220000000052096
10,86,1,5,0,1,0.8390417,2.992500000000291
10,87,2,3,0,1,0.753879,0.1756999999997788
10,88,3,3,0,1,0.7426263,0.4621999999999389
10,89,1,3,0,0,0.6440834,2.448500000000422
10,90,1,1,0,1,0.2581833,0.6440833999986353
10,91,2,3,0,1,0.7919697,0.5002166000012949
10,92,1,6,0,1,0.7851834,1.6023000000004686
10,93,2,3,1,1,0.8035371,1.6789999999982683
10,94,1,2,0,1,0.60355,1.044908400001077
10,95,2,3,1,1,0.8265359,2.258291599999211
10,96,1,2,0,1,0.556425,1.20272500000101
10,97,2,3,0,1,0.8478030999999999,2.3480749999998807
10,98,1,3,1,0,0.6263666999999999,0.37049999999908323
10,99,1,6,0,1,0.775775,2.2137000000002445
10,100,2,3,1,1,0.9739753,3.1530000000002474
10,101,1,2,1,0,0.549,1.0126000000000204
10,102,1,2,0,0,0.5654416,2.896774999999252
10,103,1,5,0,1,0.7852416999999999,4.12722500000018
10,104,2,3,0,1,0.9746389,3.955600000001141
10,105,3,3,0,1,0.8335646999999999,0.24909999999908905
10,106,1,5,0,1,0.8296416,0.8335999999999331
10,107,2,3,0,1,0.8819159,3.8973000000005413
10,108,1,5,0,1,0.862775,2.085800000000745
10,109,2,3,0,0,0.8788252999999999,1.4174999999995634
10,110,2,3,0,1,0.8716988999999999,4.130900000000111
10,111,1,5,1,1,0.8768917,1.3030999999991764
10,112,3,2,0,1,0.7700204,1.3405619000004663
10,113,2,3,1,0,0.8637708,1.290438100000756
10,114,1,5,0,0,0.8805833999999999,1.229799999999159
11,0,1,15,1,0,0.3460833,0.0
11,1,2,13,0,0,0.3754055,5.9340333999989525
11,2,2,15,0,1,0.386181,5.197700000000623
11,3,1,6,0,1,0.3293314,0.3831000000009226
11,4,2,0,0,1,0.2704286,5.180099999999584
11,5,1,6,0,1,0.317,3.1085999999995693
11,6,2,0,0,1,0.3606061,3.771500000000742
11,7,1,6,0,1,0.3385,0.38469999999870197
11,8,2,0,1,1,0.342827,3.799700000001394
11,9,1,2,0,0,0.5392084,0.37641660000008414
11,10,1,5,0,1,0.7648166999999999,3.9565833999986353
11,11,2,0,0,1,0.3155375,0.4261999999998807
11,12,1,5,0,1,0.7708499999999999,4.021500000000742
11,13,2,0,0,1,0.31467,0.08059999999932188
11,14,1,5,1,0,0.78275,4.501500000000306
11,15,1,2,0,1,0.5414667,4.564166600001045
11,16,2,0,1,1,0.3061899,0.15033339999899908
11,17,2,0,0,1,0.3092805,3.945799999999508
11,18,1,2,0,1,0.521475,0.16235000000051514
11,19,2,0,0,0,0.3091536,4.307650000000649
11,20,2,0,0,0,0.3054025,4.6502999999993335
11,21,2,0,0,1,0.3247742,4.144099999999526
11,22,1,3,0,1,0.2680084,3.4893000000010943
11,23,2,0,0,1,0.3006949,0.1977999999999156
11,24,1,1,0,1,0.1372333,0.07020840000041062
11,25,2,0,0,1,0.2877339,3.82789159999993
11,26,1,5,0,0,0.344225,1.1317999999992026
11,27,1,6,0,0,0.3446167,4.811700000000201
11,28,1,6,0,0,0.3394666,4.816100000000006
11,29,1,1,0,0,0.222025,5.01339999999982
11,30,1,1,0,0,0.1472833,0.22202500000094005
11,31,1,6,0,0,0.3288833,4.589474999998856
11,32,1,6,0,0,0.3096166,5.308100000000195
12,0,1,6,0,0,0.320125,0.0
12,1,1,6,0,0,0.3312832999999999,4.211300000000847
12,2,1,6,0,0,0.3480166,4.543700000000172
12,3,1,6,0,0,0.3535834,4.333699999999226
13,0,1,13,0,0,0.2602083,0.0
13,1,1,1,0,0,0.1359833999999999,0.2602083000001585
13,2,1,1,0,0,0.0706167,10.573891699999876
13,3,1,1,0,0,0.0927667,0.07061670000075537
13,4,1,1,0,0,0.0949083,0.09276669999962905
13,5,1,1,0,0,0.1180167,0.09490829999958805
14,0,2,5,0,0,1.3284208,0.0
14,1,2,5,0,0,1.2811749,5.1358000000000175
14,2,2,5,0,0,1.2614434,4.974200000000565
14,3,2,5,0,1,1.0769538,2.7006000000001222
14,4,1,5,0,0,1.3729583,3.26759999999922
14,5,1,5,0,1,1.4024953,4.009400000000824
14,6,2,0,0,1,0.5548603,0.9326000000000931
14,7,1,5,1,1,1.363775,3.0758999999998196
14,8,2,4,0,1,0.6874584,0.6974582999991981
14,9,1,5,0,0,1.3564583,3.018241699999635
14,10,1,5,0,1,1.4225333,3.6986000000015338
14,11,2,5,0,1,1.1494833,1.980599999998958
14,12,1,5,0,1,1.3880249999999998,3.0861000000004424
14,13,2,5,0,1,1.1432250000000002,1.1491000000005442
14,14,1,5,0,1,1.348075,2.7879999999986467
14,15,2,5,0,1,1.0706167,1.399600000000646
14,16,1,5,0,0,1.0961584,5.203900000000431
14,17,1,5,0,1,1.13985,4.280499999998938
14,18,2,5,1,1,1.0745886,0.0790000000015425
14,19,2,5,0,1,0.9732383,4.297899999999572
14,20,1,4,0,1,0.6482166,0.05043339999974705
14,21,2,5,1,1,0.9565345,3.772266599999057
14,22,1,4,0,0,0.6657666,1.444725000001199
14,23,1,2,0,0,0.8619583000000001,2.9824749999988853
14,24,1,1,1,0,0.270325,0.8619582999999693
14,25,1,4,1,0,0.7297750000000001,6.748308400001406
14,26,1,4,1,0,0.7431500000000001,4.688399999999092
14,27,1,4,0,0,0.7329667,4.255341600000975
14,28,1,5,1,0,1.1105333,2.9673917000000074
14,29,1,8,0,1,0.970675,2.0516399999996793
14,30,2,3,0,1,1.1483333999999998,0.20465999999942142
14,31,1,1,1,0,0.24355,0.7660149999992427
14,32,2,3,0,1,1.067342,3.4504850000012084
14,33,1,5,0,1,0.8722750000000001,0.09789999999884458
14,34,2,3,0,0,1.0911703,3.878900000001522
14,35,2,3,0,0,1.2238037,6.2193999999999505
14,36,2,3,0,0,1.2103,3.8950999999997293
14,37,2,3,0,0,1.2299083,3.917199999999866
14,38,2,3,0,0,1.2635917,4.060199999999895
14,39,2,3,0,0,1.2918833,4.0468999999993684
15,0,2,3,0,1,1.2562709,0.0
15,1,1,5,0,0,1.33315,0.34469999999964784
15,2,1,5,0,1,1.3010083,4.096800000001167
15,3,2,3,0,1,1.1890122,0.2529999999987922
15,4,1,5,0,1,1.2425167,3.3681000000015047
15,5,2,3,0,1,1.2047948,0.49579999999878055
15,6,1,5,0,1,1.2543334,3.1018000000003667
